query	subject	evalue	coverage	pratio	score	qLen	sLen	qCoverage	sCoverage	defLine
Gorai.010G073700.1	AT4G28830.1	1e-117	0.98812351543943	1.02403846153846	331	213	208	0.976525821596244	1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.009G272300.1	AT1G19600.1	0.0	0.944903581267218	1.04507042253521	559	371	355	0.93800539083558	0.966197183098592	pfkB-like carbohydrate kinase family protein
Gorai.002G247800.1	AT2G37025.1	8e-73	0.859708193041526	1.17317073170732	229	481	410	0.920997920997921	0.934146341463415	TRF-like 8
Gorai.004G258600.1	AT3G13610.1	0.0	0.997222222222222	0.994459833795014	518	359	361	1	1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.010G161400.1	AT4G18810.2	0.0	0.941463414634146	0.961722488038278	895	603	627	0.970149253731343	0.923444976076555	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.013G053200.1	AT5G64460.2	1e-160	0.945054945054945	0.936170212765957	443	264	282	0.977272727272727	0.914893617021277	Phosphoglycerate mutase family protein
Gorai.004G017900.1	AT2G20480.1	1e-18	0.54421768707483	1.33333333333333	71.4	84	63	0.476190476190476	0.634920634920635	
Gorai.011G036400.1	AT4G18880.1	1e-141	0.977611940298508	1.00498753117207	402	403	401	0.985111662531017	0.980049875311721	heat shock transcription factor  A4A
Gorai.001G175700.1	AT4G00030.1	1e-103	0.871794871794872	1.02358490566038	294	217	212	0.861751152073733	0.882075471698113	Plastid-lipid associated protein PAP / fibrillin family protein
Gorai.004G107200.1	AT4G30825.1	0.0	0.990120746432492	1.01548672566372	1177	918	904	0.990196078431373	0.997787610619469	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.004G157700.1	AT3G61270.1	0.0	0.949087415946206	1.09036144578313	610	543	498	0.953959484346225	0.991967871485944	Arabidopsis thaliana protein of unknown function (DUF821)
Gorai.009G375700.1	AT3G15210.1	3e-46	0.653266331658292	0.792792792792793	147	176	222	0.738636363636364	0.693693693693694	ethylene responsive element binding factor 4
Gorai.012G001300.1	AT5G24580.1	1e-112	0.827476038338658	0.962382445141066	323	307	319	0.843648208469055	0.821316614420063	Heavy metal transport/detoxification superfamily protein
Gorai.010G134100.1	AT4G09730.1	0.0	0.978243352135375	0.998389694041868	795	620	621	0.979032258064516	0.996779388083736	RH39
Gorai.003G019600.1	AT4G37090.1	2e-41	0.932614555256065	0.994623655913978	134	185	186	0.935135135135135	0.940860215053763	
Gorai.006G132500.1	AT4G20350.2	5e-83	0.709939148073022	1.04564315352697	244	252	241	0.734126984126984	0.726141078838174	oxidoreductases
Gorai.010G059000.1	AT5G20350.1	0.0	0.984836392657622	1.02096774193548	908	633	620	1	0.995161290322581	Ankyrin repeat family protein with DHHC zinc finger domain
Gorai.003G130100.1	AT5G59480.1	1e-141	0.984182776801406	1.0177304964539	396	287	282	0.986062717770035	0.99290780141844	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Gorai.007G183800.1	AT5G16200.1	2e-32	0.984615384615385	0.993865030674847	111	162	163	1	0.98159509202454	50S ribosomal protein-related
Gorai.009G042400.1	AT4G33110.1	0.0	1	1	592	355	355	1	1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.007G007900.1	AT3G18570.1	2e-48	0.991044776119403	1.01807228915663	151	169	166	1	1	Oleosin family protein
Gorai.007G298200.1	AT1G09360.1	2e-15	0.642857142857143	1.08510638297872	68.5	204	188	0.622549019607843	0.670212765957447	Plant invertase/pectin methylesterase inhibitor superfamily protein
Gorai.009G205700.1	AT1G47510.1	1e-155	0.89344262295082	1.19161676646707	435	398	334	0.831658291457286	0.979041916167665	inositol polyphosphate 5-phosphatase 11
Gorai.012G116000.1	AT3G51820.1	0.0	0.990873533246415	0.981912144702842	609	380	387	1	1	UbiA prenyltransferase family protein
Gorai.002G077500.1	AT4G27330.1	6e-10	0.86697965571205	1.03503184713376	57.6	325	314	0.907692307692308	0.882165605095541	sporocyteless (SPL)
Gorai.008G295400.1	AT4G32180.1	0.0	0.947888096544158	1.02330743618202	1554	922	901	0.939262472885033	0.958934517203108	pantothenate kinase 2
Gorai.013G180000.1	AT1G65320.1	0.0	0.998822143698469	0.997647058823529	567	424	425	1	1	Cystathionine beta-synthase (CBS) family protein
Gorai.011G014900.1	AT1G11660.1	0.0	0.990240728692258	1.01441677588467	1048	774	763	1	0.99737876802097	heat shock protein 70 (Hsp 70) family protein
Gorai.009G281900.1	AT1G36050.1	0.0	0.813483146067416	0.820040899795501	674	401	489	0.902743142144638	0.740286298568507	Endoplasmic reticulum vesicle transporter protein
Gorai.007G030300.1	AT4G17615.1	1e-135	1	1	375	213	213	1	1	calcineurin B-like protein 1
Gorai.001G077000.1	AT5G61030.1	8e-59	0.39469320066335	0.951456310679612	185	294	309	0.414965986394558	0.385113268608414	glycine-rich RNA-binding protein 3
Gorai.010G048100.1	AT1G77710.1	3e-58	0.961325966850829	0.946236559139785	172	88	93	0.988636363636364	0.935483870967742	
Gorai.005G121300.1	AT1G30690.1	1e-180	0.681231380337637	0.864814814814815	507	467	540	0.755888650963597	0.635185185185185	Sec14p-like phosphatidylinositol transfer family protein
Gorai.007G256500.1	AT5G35220.1	0.0	0.990063233965673	1.02007299270073	827	559	548	1	1	Peptidase M50 family protein
Gorai.005G116200.1	AT1G33780.1	1e-129	0.897790055248619	1.22769230769231	370	399	325	0.894736842105263	1	Protein of unknown function (DUF179)
Gorai.010G004800.1	AT1G75720.1	1e-39	0.925742574257426	1.0507614213198	131	207	197	0.903381642512077	0.964467005076142	Plant protein of unknown function (DUF827)
Gorai.013G077700.1	AT1G07040.1	1e-177	0.821954484605087	1.01347708894879	492	376	371	0.816489361702128	0.827493261455526	
Gorai.011G051500.1	AT5G08470.1	0.0	0.974449339207048	1.00884955752212	1384	1140	1130	0.978070175438597	0.978761061946903	peroxisome 1
Gorai.012G133100.1	AT3G22070.1	2e-15	0.250746268656716	0.882022471910112	67.7	157	178	0.292993630573248	0.235955056179775	proline-rich family protein
Gorai.004G181700.1	AT5G05670.2	1e-146	0.964352720450281	1.05	407	273	260	0.941391941391941	0.992307692307692	signal recognition particle binding
Gorai.006G136100.1	AT3G10330.1	0.0	1	1	621	312	312	1	1	Cyclin-like family protein
Gorai.006G177000.1	AT5G02640.1	2e-42	0.890365448504983	0.869565217391304	135	140	161	0.957142857142857	0.987577639751553	
Gorai.008G001600.1	AT2G40360.1	0.0	0.927719298245614	0.892430278884462	1003	672	753	0.986607142857143	0.877822045152722	Transducin/WD40 repeat-like superfamily protein
Gorai.008G161900.1	AT2G47270.1	4e-19	0.777292576419214	1.24509803921569	74.7	127	102	0.779527559055118	0.872549019607843	sequence-specific DNA binding transcription factors;transcription regulators
Gorai.001G112100.1	AT2G29180.1	1e-28	0.662756598240469	1.01775147928994	101	172	169	0.662790697674419	0.668639053254438	
Gorai.001G231200.1	AT3G07250.1	4e-38	0.0960648148148148	0.335394126738794	144	434	1294	0.191244239631336	0.0656877897990726	nuclear transport factor 2 (NTF2) family protein / RNA recognition motif (RRM)-containing protein
Gorai.005G139000.1	AT2G02710.1	1e-160	0.911392405063291	0.979949874686717	450	391	399	0.920716112531969	0.912280701754386	PAS/LOV protein B
Gorai.002G118200.1	AT1G76270.1	0.0	0.991334488734835	1.01748251748252	850	582	572	1	1	O-fucosyltransferase family protein
Gorai.013G098600.1	AT1G68920.1	1e-133	0.88568683957733	1.14197530864198	389	555	486	0.958558558558559	0.948559670781893	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Gorai.009G437900.1	AT2G39440.1	6e-66	0.925925925925926	1	196	162	162	0.925925925925926	0.950617283950617	
Gorai.009G407700.1	AT2G36480.3	1e-161	0.860995850622407	1.17607223476298	483	1042	886	0.877159309021113	0.936794582392777	ENTH/VHS family protein
Gorai.006G171000.1	AT3G53810.1	0.0	0.974739970282318	0.988183161004431	898	669	677	0.980568011958146	0.976366322008863	Concanavalin A-like lectin protein kinase family protein
Gorai.007G186600.1	AT5G38710.1	0.0	0.875882946518668	1.08193277310924	560	515	476	0.842718446601942	0.918067226890756	Methylenetetrahydrofolate reductase family protein
Gorai.009G283800.1	AT1G21750.1	0.0	0.949799196787149	0.988023952095808	699	495	501	0.955555555555556	0.946107784431138	PDI-like 1-1
Gorai.012G107500.1	AT2G37770.2	0.0	1	1	559	315	315	1	1	NAD(P)-linked oxidoreductase superfamily protein
Gorai.011G026900.1	AT1G65070.2	0.0	0.929561841375485	1.05821917808219	975	927	876	0.949298813376483	0.95662100456621	DNA mismatch repair protein MutS, type 2
Gorai.008G158600.1	AT1G70330.1	0.0	0.96551724137931	0.933333333333333	563	420	450	1	0.951111111111111	equilibrative nucleotide transporter 1
Gorai.001G116200.1	AT1G07220.1	0.0	0.956862745098039	1.01183431952663	676	513	507	0.968810916179337	0.962524654832347	Arabidopsis thaliana protein of unknown function (DUF821)
Gorai.009G366400.1	AT1G66345.1	0.0	0.898814949863263	1.01654411764706	518	553	544	0.896925858951175	0.90625	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.006G049000.1	AT5G23860.1	0.0	0.958751393534002	0.997772828507795	880	448	449	0.959821428571429	0.957683741648107	tubulin beta 8
Gorai.011G134000.1	AT5G49910.1	0.0	0.990168539325843	0.983286908077994	1225	706	718	0.998583569405099	0.998607242339833	chloroplast heat shock protein 70-2
Gorai.003G000600.1	AT5G49410.1	6e-65	0.767025089605735	0.924137931034483	192	134	145	0.798507462686567	0.737931034482759	
Gorai.001G135600.1	AT2G26800.2	0.0	0.961154273029967	0.925213675213675	672	433	468	1	0.925213675213675	Aldolase superfamily protein
Gorai.005G125500.1	AT2G43540.1	1e-53	0.976744186046512	1.03550295857988	165	175	169	0.994285714285714	0.994082840236686	
Gorai.005G207400.1	AT4G03240.1	1e-64	0.992042440318302	1.01604278074866	194	190	187	1	1	frataxin homolog
Gorai.007G085500.1	AT1G80940.1	5e-89	0.871194379391101	1.00469483568075	258	214	213	0.869158878504673	0.877934272300469	
Gorai.006G156900.1	AT3G52890.1	0.0	0.966814159292035	0.93576017130621	884	874	934	1	1	KCBP-interacting protein kinase
Gorai.008G069600.1	AT2G18570.1	1e-167	0.956887486855941	1.02340425531915	474	481	470	0.956340956340956	0.968085106382979	UDP-Glycosyltransferase superfamily protein
Gorai.005G053100.1	AT2G33390.1	2e-25	0.99492385786802	1.01020408163265	89.9	99	98	1	1	
Gorai.011G045700.1	AT4G18370.1	1e-133	0.730109204368175	0.984520123839009	377	318	323	0.754716981132076	0.724458204334365	DEGP protease 5
Gorai.013G226600.1	AT5G35460.1	0.0	0.971354166666667	1.01574803149606	631	387	381	0.963824289405685	0.981627296587926	
Gorai.009G347400.1	AT1G68460.1	1e-112	0.878338278931751	0.887955182072829	324	317	357	0.968454258675079	0.829131652661064	isopentenyltransferase 1
Gorai.007G173900.1	AT3G22210.1	8e-23	0.760233918128655	1.47826086956522	82.6	102	69	0.647058823529412	0.942028985507246	
Gorai.004G028800.1	AT3G20630.1	0.0	0.990677439403356	1.01882057716437	1328	812	797	0.991379310344828	1	ubiquitin-specific protease 14
Gorai.007G197700.1	AT4G36220.1	0.0	0.993236714975845	0.990384615384615	772	515	520	0.998058252427184	1	ferulic acid 5-hydroxylase 1
Gorai.008G017500.1	AT5G64370.1	0.0	0.985436893203884	1.01960784313725	728	416	408	0.975961538461538	0.995098039215686	beta-ureidopropionase
Gorai.010G179400.1	AT4G04870.1	1e-145	0.991253644314869	1.01173020527859	409	345	341	0.997101449275362	0.997067448680352	cardiolipin synthase
Gorai.008G195900.1	AT1G74360.1	0.0	0.963198546115402	0.99005424954792	1474	1095	1106	0.968036529680365	0.958408679927667	Leucine-rich repeat protein kinase family protein
Gorai.009G418300.1	AT3G09770.1	1e-133	0.860186418109188	0.935567010309278	380	363	388	0.889807162534435	0.847938144329897	RING/U-box superfamily protein
Gorai.010G220300.1	AT2G44150.1	1e-172	0.997252747252747	1.00550964187328	478	365	363	0.994520547945206	1	histone-lysine N-methyltransferase ASHH3
Gorai.011G242400.1	AT4G08790.1	1e-163	0.882539682539683	1.05211726384365	453	323	307	0.860681114551084	0.905537459283388	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein
Gorai.010G110000.1	AT5G11510.1	0.0	0.986089644513138	1.01977107180021	673	980	961	0.98469387755102	0.995837669094693	myb domain protein 3r-4
Gorai.001G181700.1	AT2G20390.2	6e-66	0.926829268292683	0.872146118721461	198	191	219	0.994764397905759	0.995433789954338	
Gorai.012G175400.1	AT1G67430.1	1e-119	0.991501416430595	1.01714285714286	333	178	175	0.98876404494382	1	Ribosomal protein L22p/L17e family protein
Gorai.012G025200.1	AT3G52180.1	1e-174	0.956410256410256	1.05804749340369	486	401	379	1	0.984168865435356	dual specificity protein phosphatase (DsPTP1) family protein
Gorai.002G256100.1	AT2G37860.3	1e-177	0.662883087400681	1.03935185185185	496	449	432	0.712694877505568	0.675925925925926	Protein of unknown function (DUF3411)
Gorai.006G080300.1	AT5G49525.1	8e-18	0.902439024390244	1.05	69.4	84	80	0.880952380952381	0.95	
Gorai.010G200500.1	AT2G39760.1	0.0	0.946210268948655	1.00490196078431	594	410	408	0.968292682926829	0.948529411764706	BTB/POZ/MATH-domains containing protein
Gorai.013G150800.1	AT1G55830.2	1e-130	0.968441814595661	1.05679513184584	381	521	493	0.988483685220729	0.995943204868154	
Gorai.009G155800.1	AT2G34500.1	0.0	0.992978936810431	1.01414141414141	732	502	495	0.99601593625498	1	cytochrome P450, family 710, subfamily A, polypeptide 1
Gorai.001G109100.1	AT5G59350.1	2e-55	0.793162393162393	1.0383275261324	176	298	287	0.795302013422819	0.808362369337979	
Gorai.004G085000.1	AT4G03130.1	6e-87	0.281087333718913	1.25718015665796	284	963	766	0.252336448598131	0.325065274151436	BRCT domain-containing DNA repair protein
Gorai.009G375900.1	AT5G53920.1	1e-122	0.813829787234043	1.02695417789757	351	381	371	0.821522309711286	0.824797843665768	ribosomal protein L11 methyltransferase-related
Gorai.003G134800.1	ATCG00130.1	5e-70	0.828025477707006	0.706521739130435	206	130	184	1	0.706521739130435	ATPase, F0 complex, subunit B/B', bacterial/chloroplast
Gorai.004G066700.1	AT5G13710.1	0.0	0.982404692082111	1.0297619047619	620	346	336	0.968208092485549	0.99702380952381	sterol methyltransferase 1
Gorai.008G202000.1	AT4G24730.1	1e-148	0.67710843373494	0.873589164785553	422	387	443	0.733850129198966	0.63431151241535	Calcineurin-like metallo-phosphoesterase superfamily protein
Gorai.009G271000.1	AT1G75640.1	0.0	0.990793511617712	1.00087719298246	1362	1141	1140	0.990359333917616	0.992105263157895	Leucine-rich receptor-like protein kinase family protein
Gorai.009G221300.1	AT1G27480.1	0.0	0.951276102088167	0.99537037037037	528	430	432	0.96046511627907	0.949074074074074	alpha/beta-Hydrolases superfamily protein
Gorai.006G005900.1	AT4G30770.1	9e-26	0.983922829581994	0.980891719745223	93.3	154	157	0.993506493506494	0.980891719745223	Putative membrane lipoprotein
Gorai.012G117400.1	AT5G01300.1	1e-82	0.945454545454545	1.03703703703704	239	168	162	0.952380952380952	0.962962962962963	PEBP (phosphatidylethanolamine-binding protein) family protein
Gorai.013G014800.1	AT3G63440.1	0.0	0.985781990521327	0.979362101313321	796	522	533	0.996168582375479	0.981238273921201	cytokinin oxidase/dehydrogenase 6
Gorai.009G227200.1	AT1G09930.1	0.0	0.981694915254237	1.00953678474114	1177	741	734	0.978407557354926	0.986376021798365	oligopeptide transporter 2
Gorai.002G214600.1	AT2G26500.2	8e-46	0.819277108433735	0.992	143	124	125	0.846774193548387	0.816	cytochrome b6f complex subunit (petM), putative
Gorai.010G016400.1	AT5G52780.1	2e-42	0.72	1.08333333333333	137	182	168	0.730769230769231	0.75	Protein of unknown function (DUF3464)
Gorai.007G109000.1	AT1G01290.1	1e-101	0.84641638225256	1.17037037037037	292	316	270	0.784810126582278	0.966666666666667	cofactor of nitrate reductase and xanthine dehydrogenase 3
Gorai.009G069300.1	AT5G24810.2	0.0	0.933333333333333	0.947115384615385	1373	985	1040	0.959390862944162	0.954807692307692	ABC1 family protein
Gorai.005G132300.1	AT1G18270.3	0.0	0.992769342010123	0.985642498205312	2064	1373	1393	1	1	ketose-bisphosphate aldolase class-II family protein
Gorai.001G010300.1	AT2G19830.1	1e-119	0.988399071925754	1.02347417840376	335	218	213	1	1	SNF7 family protein
Gorai.006G076400.1	AT1G04170.1	0.0	0.996770721205597	0.997849462365591	888	464	465	0.997844827586207	0.997849462365591	eukaryotic translation initiation factor 2 gamma subunit
Gorai.004G089800.1	AT4G02425.1	1e-78	0.966666666666667	1.06106870229008	234	278	262	0.964028776978417	0.99618320610687	
Gorai.002G095600.1	AT4G26670.1	8e-96	0.930787589498807	0.995238095238095	275	209	210	0.956937799043062	0.928571428571429	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Gorai.005G239100.1	AT3G48700.1	1e-119	0.967642526964561	0.972644376899696	341	320	329	0.98125	0.993920972644377	carboxyesterase 13
Gorai.002G268200.1	AT2G43970.1	1e-117	0.745925215723873	0.913761467889908	346	498	545	0.781124497991968	0.726605504587156	RNA-binding protein
Gorai.010G040200.1	AT1G78190.1	4e-65	1	1	192	124	124	1	1	Trm112p-like protein
Gorai.001G246500.1	AT4G34810.1	7e-39	0.945273631840796	0.914285714285714	123	96	105	0.989583333333333	1	SAUR-like auxin-responsive protein family
Gorai.012G182600.1	AT2G01730.1	0.0	0.972111553784861	1.04730831973899	890	642	613	0.993769470404984	0.99510603588907	cleavage and polyadenylation specificity factor 73 kDa subunit-II
Gorai.004G158100.1	AT2G45860.1	2e-17	0.968944099378882	1.0379746835443	68.0	82	79	0.98780487804878	0.987341772151899	
Gorai.004G103800.1	AT4G28030.1	1e-121	0.840579710144927	1.01459854014599	345	278	274	0.848920863309353	0.846715328467153	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Gorai.005G113500.1	AT1G20560.1	0.0	0.997299729972997	0.998201438848921	868	555	556	1	0.996402877697842	acyl activating enzyme 1
Gorai.009G123800.1	AT1G15980.1	0.0	0.983783783783784	1.00650759219089	683	464	461	0.991379310344828	0.986984815618221	NDH-dependent cyclic electron flow 1
Gorai.001G084200.1	AT1G66780.1	0.0	0.963503649635037	0.977319587628866	531	474	485	0.978902953586498	0.952577319587629	MATE efflux family protein
Gorai.010G013000.1	AT1G74970.1	1e-109	0.988009592326139	1.00480769230769	308	209	208	0.985645933014354	0.990384615384615	ribosomal protein S9
Gorai.011G010900.1	AT4G05520.1	0.0	0.999083409715857	0.998168498168498	909	545	546	1	0.998168498168498	EPS15 homology domain 2
Gorai.003G168800.1	AT1G62730.1	1e-169	0.988429752066116	0.990131578947368	466	301	304	0.993355481727575	0.990131578947368	Terpenoid synthases superfamily protein
Gorai.010G182900.1	AT4G04370.1	0.0	0.985781990521327	1.02606310013717	826	748	729	0.974598930481283	0.998628257887517	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.007G176700.1	AT3G02230.1	0.0	0.983379501385042	1.02240896358543	672	365	357	0.972602739726027	0.994397759103641	reversibly glycosylated polypeptide 1
Gorai.003G149700.1	AT1G07030.1	1e-177	0.974124809741248	1.01533742331288	490	331	326	0.972809667673716	0.98159509202454	Mitochondrial substrate carrier family protein
