PACid	species	locusName	transcriptName	proteinName	PFAM	PFAM_DEF	PANTHER	PANTHER_DEF	KOG	KOG_DEF	EC	EC_DEF	KEGG	KEGG_DEF	GO	GO_DEF	PATHWAY	PATHWAY_DEF	alias	defLine
PAC:26820447	G. raimondii	Gorai.001G037500	Gorai.001G037500.1	Gorai.001G037500.1	PF04494; PF00400	PF00400 - WD domain, G-beta repeat; PF04494 - WD40 associated region in TFIID subunit, NTD2 domain	PTHR19879; PTHR19879:SF1	PTHR19879:SF1 - CANNONBALL-RELATED; PTHR19879 - TRANSCRIPTION INITIATION FACTOR TFIID	KOG0263	KOG0263 - Transcription initiation factor TFIID, subunit TAF5 (also component of histone acetyltransferase SAGA)			K03130	K03130 - transcription initiation factor TFIID subunit 5	GO:0005634; GO:0005515; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.				(1 of 1) K03130 - transcription initiation factor TFIID subunit 5 (TAF5)
PAC:26762519	G. raimondii	Gorai.009G229900	Gorai.009G229900.1	Gorai.009G229900.1	PF00855	PF00855 - PWWP domain					2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase								(1 of 70) 2.1.1.43 - Histone-lysine N-methyltransferase / Protein-lysine N-methyltransferase
PAC:26761545	G. raimondii	Gorai.010G143400	Gorai.010G143400.1	Gorai.010G143400.1	PF12165; PF00628	PF00628 - PHD-finger; PF12165 - Domain of unknown function (DUF3594)	PTHR12321; PTHR12321:SF60	PTHR12321 - CPG BINDING PROTEIN; PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED	KOG1632	KOG1632 - Uncharacterized PHD Zn-finger protein					GO:0008270; GO:0005515; GO:0042393; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 4) PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED
PAC:26801807	G. raimondii	Gorai.005G232800	Gorai.005G232800.1	Gorai.005G232800.1	PF02148	PF02148 - Zn-finger in ubiquitin-hydrolases and other protein	PTHR10625; PTHR10625:SF133	PTHR10625 - HISTONE DEACETYLASE; PTHR10625:SF133 - SUBFAMILY NOT NAMED			3.5.1.98	3.5.1.98 - Histone deacetylase			GO:0008270	GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 19) 3.5.1.98 - Histone deacetylase / HDAC
PAC:26833750	G. raimondii	Gorai.006G027200	Gorai.006G027200.1	Gorai.006G027200.1	PF02671	PF02671 - Paired amphipathic helix repeat	PTHR12346:SF8; PTHR12346	PTHR12346 - SIN3B-RELATED; PTHR12346:SF8 - PAIRED AMPHIPATHIC HELIX PROTEIN SIN3-LIKE 1-RELATED	KOG4204	KOG4204 - Histone deacetylase complex, SIN3 component					GO:0006355	GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.				(1 of 9) PTHR12346 - SIN3B-RELATED
PAC:26807232	G. raimondii	Gorai.011G056400	Gorai.011G056400.1	Gorai.011G056400.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR11426	PTHR11426 - HISTONE H3	KOG1745	KOG1745 - Histones H3 and H4			K11253	K11253 - histone H3	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 16) K11253 - histone H3 (H3)
PAC:26810873	G. raimondii	Gorai.011G210800	Gorai.011G210800.1	Gorai.011G210800.1	PF00628	PF00628 - PHD-finger	PTHR10615; PTHR10615:SF117	PTHR10615 - HISTONE ACETYLTRANSFERASE; PTHR10615:SF117 - SUBFAMILY NOT NAMED			2.7.10.2	2.7.10.2 - Non-specific protein-tyrosine kinase			GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 2) PTHR10615//PTHR10615:SF117 - HISTONE ACETYLTRANSFERASE // SUBFAMILY NOT NAMED
PAC:26806140	G. raimondii	Gorai.005G120300	Gorai.005G120300.1	Gorai.005G120300.1	PF12165; PF00628	PF00628 - PHD-finger; PF12165 - Domain of unknown function (DUF3594)	PTHR12321; PTHR12321:SF60	PTHR12321 - CPG BINDING PROTEIN; PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED	KOG1632	KOG1632 - Uncharacterized PHD Zn-finger protein					GO:0008270; GO:0005515; GO:0042393; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 4) PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED
PAC:26792399	G. raimondii	Gorai.002G014800	Gorai.002G014800.1	Gorai.002G014800.1	PF00850	PF00850 - Histone deacetylase domain	PTHR10625; PTHR10625:SF127	PTHR10625 - HISTONE DEACETYLASE; PTHR10625:SF127 - SUBFAMILY NOT NAMED			3.5.1.98	3.5.1.98 - Histone deacetylase	K06067	K06067 - histone deacetylase 1/2	GO:0004407; GO:0016575	GO:0016575 - The modification of histones by removal of acetyl groups.; GO:0004407 - Catalysis of the reaction: histone N6-acetyl-L-lysine + H2O = histone L-lysine + acetate. This reaction represents the removal of an acetyl group from a histone, a class of proteins complexed to DNA in chromatin and chromosomes.				(1 of 2) PTHR10625//PTHR10625:SF127 - HISTONE DEACETYLASE // SUBFAMILY NOT NAMED
PAC:26830254	G. raimondii	Gorai.006G270100	Gorai.006G270100.1	Gorai.006G270100.1	PF02373; PF02375	PF02375 - jmjN domain; PF02373 - JmjC domain, hydroxylase	PTHR10694:SF38; PTHR10694	PTHR10694 - JUMONJI DOMAIN CONTAINING PROTEIN; PTHR10694:SF38 - LYSINE-SPECIFIC DEMETHYLASE REF6			1.14.11.27	1.14.11.27 - [Histone H3]-lysine-36 demethylase			GO:0003676; GO:0046872	GO:0003676 - Interacting selectively and non-covalently with any nucleic acid.; GO:0046872 - Interacting selectively and non-covalently with any metal ion.				(1 of 2) PTHR10694:SF38 - LYSINE-SPECIFIC DEMETHYLASE REF6
PAC:26761432	G. raimondii	Gorai.010G086100	Gorai.010G086100.1	Gorai.010G086100.1	PF12165; PF00628	PF00628 - PHD-finger; PF12165 - Domain of unknown function (DUF3594)	PTHR12321; PTHR12321:SF60	PTHR12321 - CPG BINDING PROTEIN; PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED	KOG1632	KOG1632 - Uncharacterized PHD Zn-finger protein					GO:0008270; GO:0005515; GO:0042393; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 4) PTHR12321:SF60 - PHD FINGER PROTEIN ALFIN-LIKE 6-RELATED
PAC:26821305	G. raimondii	Gorai.001G013000	Gorai.001G013000.1	Gorai.001G013000.1	PF00249; PF00538	PF00538 - linker histone H1 and H5 family; PF00249 - Myb-like DNA-binding domain	PTHR11467:SF27; PTHR11467	PTHR11467:SF27 - WINGED-HELIX DNA-BINDING TRANSCRIPTION FACTOR FAMILY PROTEIN; PTHR11467 - HISTONE H1/H5					K09422	K09422 - ""	GO:0003677; GO:0005634; GO:0000786; GO:0006334	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0006334 - The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 1) PTHR11467:SF27 - WINGED-HELIX DNA-BINDING TRANSCRIPTION FACTOR FAMILY PROTEIN
PAC:26761791	G. raimondii	Gorai.009G249500	Gorai.009G249500.1	Gorai.009G249500.1	PF00628	PF00628 - PHD-finger	PTHR10615; PTHR10615:SF100	PTHR10615 - HISTONE ACETYLTRANSFERASE; PTHR10615:SF100 - SUBFAMILY NOT NAMED			2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 2) PTHR10615//PTHR10615:SF100 - HISTONE ACETYLTRANSFERASE // SUBFAMILY NOT NAMED
PAC:26763850	G. raimondii	Gorai.009G234200	Gorai.009G234200.1	Gorai.009G234200.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR11426	PTHR11426 - HISTONE H3	KOG1745	KOG1745 - Histones H3 and H4			K11253	K11253 - histone H3	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 16) K11253 - histone H3 (H3)
PAC:26783446	G. raimondii	Gorai.007G224200	Gorai.007G224200.1	Gorai.007G224200.1	PF00249; PF00538	PF00538 - linker histone H1 and H5 family; PF00249 - Myb-like DNA-binding domain	PTHR21717:SF27; PTHR21717	PTHR21717 - TELOMERIC REPEAT BINDING PROTEIN; PTHR21717:SF27 - TELOMERE REPEAT-BINDING FACTOR 2-RELATED					K09422	K09422 - ""	GO:0003677; GO:0005634; GO:0000786; GO:0006334	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0006334 - The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 3) PTHR21717:SF27 - TELOMERE REPEAT-BINDING FACTOR 2-RELATED
PAC:26779196	G. raimondii	Gorai.007G185400	Gorai.007G185400.1	Gorai.007G185400.1	PF04729	PF04729 - ASF1 like histone chaperone	PTHR12040	PTHR12040 - ANTI-SILENCING PROTEIN 1	KOG3265	KOG3265 - Histone chaperone involved in gene silencing			K10753	K10753 - ""	GO:0005634; GO:0006333	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0006333 - The formation or destruction of chromatin structures.				(1 of 1) K10753 - histone chaperone ASF1 (ASF1)
PAC:26833642	G. raimondii	Gorai.006G082600	Gorai.006G082600.1	Gorai.006G082600.1	PF02373	PF02373 - JmjC domain, hydroxylase	PTHR12549; PTHR12549:SF16	PTHR12549:SF16 - HISTONE H3MK9 DEMETHYLASE; PTHR12549 - JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN					K15601	K15601 - ""	GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 8) K15601 - lysine-specific demethylase 3 [EC:1.14.11.-] (KDM3)
PAC:26807584	G. raimondii	Gorai.011G166000	Gorai.011G166000.1	Gorai.011G166000.1	PF01853	PF01853 - MOZ/SAS family	PTHR10615; PTHR10615:SF103	PTHR10615:SF103 - MYST-LIKE HISTONE ACETYLTRANSFERASE 1-RELATED; PTHR10615 - HISTONE ACETYLTRANSFERASE			2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0016747; GO:0006355	GO:0016747 - Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.				(1 of 5) PTHR10615:SF103 - MYST-LIKE HISTONE ACETYLTRANSFERASE 1-RELATED
PAC:26773534	G. raimondii	Gorai.004G074100	Gorai.004G074100.1	Gorai.004G074100.1	PF06414	PF06414 - Zeta toxin	PTHR31153:SF3; PTHR31153	PTHR31153:SF3 - HISTONE H1FLK-LIKE PROTEIN-RELATED; PTHR31153 - UNCHARACTERIZED			2.7.1.176	2.7.1.176 - UDP-N-acetylglucosamine kinase			GO:0005524; GO:0016301	GO:0005524 - Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.; GO:0016301 - Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.				(1 of 2) 2.7.1.176 - UDP-N-acetylglucosamine kinase / UNAG kinase
PAC:26771477	G. raimondii	Gorai.009G089900	Gorai.009G089900.1	Gorai.009G089900.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR23428	PTHR23428 - HISTONE H2B	KOG1744	KOG1744 - Histone H2B			K11252	K11252 - histone H2B	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 14) K11252 - histone H2B (H2B)
PAC:26811835	G. raimondii	Gorai.011G248800	Gorai.011G248800.1	Gorai.011G248800.1	PF07649; PF03107	PF07649 - C1-like domain; PF03107 - C1 domain	PTHR32410:SF152; PTHR32410	PTHR32410:SF152 - C1 DOMAIN-CONTAINING PROTEIN-RELATED; PTHR32410 - FAMILY NOT NAMED			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0008270; GO:0005515; GO:0047134; GO:0055114; GO:0035556	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0035556 - The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell.; GO:0047134 - Catalysis of the reaction: protein-dithiol + NAD(P)+ = protein-disulfide + NAD(P)H + H+.; GO:0055114 - A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 70) 2.1.1.43 - Histone-lysine N-methyltransferase / Protein-lysine N-methyltransferase
